observation.state,action,observation.drive.linear,observation.drive.angular,timestamp,frame_index,episode_index,index,task_index,topic
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.2077136,249,0,249,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.2663133,250,0,250,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.2773726,251,0,251,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.2781568,252,0,252,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.3357706,253,0,253,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.386275,254,0,254,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.07]",0.0,0.0,1779641497.4003236,255,0,255,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0679]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0679]",0.0,0.0,1779641497.4022899,256,0,256,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.06230000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.06230000000000001]",0.0,0.0,1779641497.463286,257,0,257,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.06230000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.06230000000000001]",0.0,0.0,1779641497.5183938,258,0,258,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.06230000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.06230000000000001]",0.0,0.0,1779641497.5688262,259,0,259,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.058100000000000006]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.058100000000000006]",0.0,0.0,1779641497.5820947,260,0,260,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05460000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05460000000000001]",0.0,0.0,1779641497.5835292,261,0,261,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05460000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05460000000000001]",0.0,0.0,1779641497.638418,262,0,262,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05460000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05460000000000001]",0.0,0.0,1779641497.6888058,263,0,263,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03710000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03710000000000001]",0.0,0.0,1779641497.7118027,264,0,264,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03710000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03710000000000001]",0.0,0.0,1779641497.7703826,265,0,265,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.007700000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.007700000000000001]",0.0,0.0,1779641497.8068814,266,0,266,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.007700000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.007700000000000001]",0.0,0.0,1779641497.8711932,267,0,267,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.023800000000000005]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.023800000000000005]",0.0,0.0,1779641497.894913,268,0,268,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.023800000000000005]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.023800000000000005]",0.0,0.0,1779641497.9564235,269,0,269,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.029400000000000003]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.029400000000000003]",0.0,0.0,1779641497.9913118,270,0,270,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.029400000000000003]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.029400000000000003]",0.0,0.0,1779641498.0416174,271,0,271,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03150000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03150000000000001]",0.0,0.0,1779641498.0801775,272,0,272,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03150000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.03150000000000001]",0.0,0.0,1779641498.1426094,273,0,273,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0399]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0399]",0.0,0.0,1779641498.1743755,274,0,274,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0399]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0399]",0.0,0.0,1779641498.2245357,275,0,275,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.053200000000000004]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.053200000000000004]",0.0,0.0,1779641498.2642443,276,0,276,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.053200000000000004]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.053200000000000004]",0.0,0.0,1779641498.325214,277,0,277,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]",0.0,0.0,1779641498.3513856,278,0,278,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]",0.0,0.0,1779641498.4102113,279,0,279,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]",0.0,0.0,1779641498.4606204,280,0,280,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]",0.0,0.0,1779641498.511139,281,0,281,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.0574]",0.0,0.0,1779641498.5614717,282,0,282,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.578086,283,0,283,0,gripper
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.6466978,284,0,284,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.6972308,285,0,285,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.7475576,286,0,286,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.7981563,287,0,287,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.8486187,288,0,288,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.8991232,289,0,289,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.9493482,290,0,290,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641498.9998686,291,0,291,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.0502822,292,0,292,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.100583,293,0,293,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.1511507,294,0,294,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.2014112,295,0,295,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.2518313,296,0,296,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.3025298,297,0,297,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.3528,298,0,298,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.403274,299,0,299,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.4537182,300,0,300,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.5041413,301,0,301,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.5545359,302,0,302,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.604804,303,0,303,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.655427,304,0,304,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.7060094,305,0,305,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.7562373,306,0,306,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.8066614,307,0,307,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.8571115,308,0,308,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.9075646,309,0,309,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641499.958069,310,0,310,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.0082242,311,0,311,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.0589168,312,0,312,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.1091921,313,0,313,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.1598024,314,0,314,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.2105632,315,0,315,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.276034,316,0,316,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.3265414,317,0,317,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.3768847,318,0,318,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.4272454,319,0,319,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.477798,320,0,320,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.528065,321,0,321,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.5785446,322,0,322,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.6291034,323,0,323,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.6792953,324,0,324,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.7298193,325,0,325,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.7802634,326,0,326,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.830654,327,0,327,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.880962,328,0,328,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641500.9315517,329,0,329,0,idle
