observation.state,action,observation.drive.linear,observation.drive.angular,timestamp,frame_index,episode_index,index,task_index,topic
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.46981,538,0,538,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.5201442,539,0,539,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.5705543,540,0,540,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.6210468,541,0,541,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.671604,542,0,542,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.7219684,543,0,543,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.7723372,544,0,544,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.8226128,545,0,545,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.8731215,546,0,546,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.92351,547,0,547,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641511.973915,548,0,548,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.0245829,549,0,549,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.0749195,550,0,550,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.1251237,551,0,551,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.175512,552,0,552,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.2259853,553,0,553,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.2764506,554,0,554,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.3267343,555,0,555,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.3773034,556,0,556,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.4277017,557,0,557,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.478171,558,0,558,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.528521,559,0,559,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.5790434,560,0,560,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.6293344,561,0,561,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.6800897,562,0,562,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.745746,563,0,563,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.7962463,564,0,564,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.8466375,565,0,565,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.8970594,566,0,566,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.9474924,567,0,567,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641512.9978585,568,0,568,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.0483077,569,0,569,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.098725,570,0,570,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.149126,571,0,571,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.1994188,572,0,572,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.2498405,573,0,573,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.3002803,574,0,574,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.350854,575,0,575,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.4014633,576,0,576,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.4519355,577,0,577,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.502331,578,0,578,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.5527713,579,0,579,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.6031883,580,0,580,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.653552,581,0,581,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.703996,582,0,582,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.7543893,583,0,583,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.8048778,584,0,584,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.8551528,585,0,585,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.9055028,586,0,586,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641513.9559827,587,0,587,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.006337,588,0,588,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.0569427,589,0,589,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.1073453,590,0,590,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.1577284,591,0,591,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.2079928,592,0,592,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.2583754,593,0,593,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.3088763,594,0,594,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.3593225,595,0,595,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.4098535,596,0,596,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.4601324,597,0,597,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.5105023,598,0,598,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.560912,599,0,599,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.611508,600,0,600,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.6617486,601,0,601,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.7123413,602,0,602,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.7625961,603,0,603,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.8131368,604,0,604,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.8634858,605,0,605,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.9139152,606,0,606,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641514.9644928,607,0,607,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.014723,608,0,608,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.0651343,609,0,609,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.1155589,610,0,610,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.1660821,611,0,611,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.2163393,612,0,612,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.2667096,613,0,613,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.3173862,614,0,614,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.3676732,615,0,615,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.4180844,616,0,616,0,idle
"[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]","[-0.003420845333908886, 0.5237384019384584, -0.5233544295030197, 0.07607890209443283, 0.38943531599749476, 0.12278391287780109, 0.05600000000000001]",0.0,0.0,1779641515.468544,617,0,617,0,idle
