dt,j1,j2,j3,j4,j5,j6,gripper_m
15.8114,0.009303,1.668221,-0.784525,-0.380098,1.193718,0.153205,0.0
15.8618,0.009303,1.668221,-0.784525,-0.380098,1.189931,0.153205,0.0
15.9121,0.009303,1.668221,-0.784525,-0.380098,1.189931,0.153205,0.0
15.9626,0.009303,1.668221,-0.784525,-0.380098,1.189931,0.153205,0.0
16.0129,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.0632,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.1136,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.164,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.2144,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.2648,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.3151,0.009303,1.668221,-0.784525,-0.382489,1.189931,0.153205,0.0
16.3656,0.009303,1.668221,-0.784525,-0.384985,1.189931,0.153205,0.0
16.4158,0.009303,1.668221,-0.784525,-0.387393,1.189355,0.153205,0.0
16.4661,0.009303,1.668221,-0.784525,-0.387393,1.189355,0.153205,0.0
16.5164,0.009303,1.668221,-0.784525,-0.387393,1.187557,0.153205,0.0
16.5668,0.011327,1.668221,-0.784525,-0.387393,1.187627,0.153205,0.0
16.6171,0.011327,1.658918,-0.784525,-0.387393,1.173594,0.153205,0.0
16.6676,0.011327,1.637398,-0.784525,-0.387393,1.162878,0.153205,0.0
